source_filename,Agreement Name,Agreement Type,Agreement Date,Agreement Date Conformed,Party1 Name,Party1 Role,Party2 Name,Party2 Role,Term,Term Conformed,Renewal Term,Renewal Term Conformed, Recurring Monthly Charges , Nonrecurring Charges ,Connection Services,Professional Services,Equipment,Locations,Contract Type,Agreement_Name,Agreement_Type,Agreement_Date,Agreement_Date_Conformed,Party1_Name,Party1_Role,Party2_Name,Party2_Role,Term_Conformed,Renewal_Term,Renewal_Term_Conformed,Recurring_Monthly_Charges,Nonrecurring_Charges,Connection_Services,Professional_Services,Notes,Amendment,CA_Number,Pilot BTN,descriptive_text,Document Title,Contact Names,Clauses,Provider,Customer,Amendments,Comments,Additional Notes,Changes
"10541594999160_ Select Medical Spectrum Coax # 4496 Newark, OH.pdf",Time Warner Cable Business Cable Order for DCI for SSH Zanesville OCB 496150,Order,"Friday, July 17, 2020",7/17/2020,Time Warner Cable,Provider,DCI FOR SSH ZANESVILLE OCB 496150,Customer,3 Years,36,,, $381.99 ,,['Business Cable'],[],[],"['2000 TAMARACK RD NEWARK, OH 43055-1183']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595003533_ Select Medical Spectrum Coax # 54910 Grove City, OH.pdf",Time Warner Cable Business Cable Order Created for DCi for NovaCare OCB 20681,Order,"Friday, November 6, 2015",11/6/2015,Time Warner Cable,Provider,NovaCare OCB 20681,Customer,2 Years,24,,, $249.99 ,,['Business Cable'],[],[],"['2185 STRINGTOWN RD GROVE CITY, OH 43123-2989']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595258490_ Select Medical Spectrum Coax #54907 Columbus, OH.pdf",T4WO-526 Time Warner Cable Business Cable Order,Order,"Friday, July 17, 2020",7/17/2020,Time Warner Cable,Provider,DCi for Select Medical Physical Therapy,Customer,2 Years,24,,, $249.99 ,,['Business Cable'],[],[],"['6465 E BROAD ST STE B COLUMBUS, OH 43213-1576']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595258914_ Select Medical Spectrum Coax #4587 Cleveland, OH.pdf",T4WO-531 Time Warner Cable Business Cable Order,Order,"Wednesday, March 2, 2016",3/2/2016,Time Warner Cable,Provider,DCI FOR GATEWAY CLEVELAND HOSPITAL,Customer,2 Years,24,,, $264.99 ,,['Business Cable'],[],[],"['2351 E 22ND ST # 7 CLEVELAND, OH 44115-3111']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595258761_ Select Medical Spectrum Coax #54906 Columbus, OH .pdf",T4WO-527 Time Warner Cable Business Cable Order,Order,17-Jul-20,7/17/2020,Time Warner Cable,Provider,DCi for North East NovaCare Rehab OCD 20675,Customer,3 Years,36,,, $159.95 ,,['Business Cable'],[],[],"['6021 CLEVELAND AVE COLUMBUS, OH 43231-2256']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595263453_ Select Medical Spectrum Coax # 20657 Brook Park, OH.pdf",T4WO-537 Time Warner Cable Business Cable Order,Order,20-Jul-20,7/20/2020,Telarus,Provider,DCI FOR SELECT MEDICAL PHYSICAL THERAPY,Customer,2 Years,24,,, $249.99 ,,['Time Warner Cable Business Cable'],[],[],"['15900 SNOW RD STE 500 BROOK PARK, OH 44142-2860']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595264130_ Select Medical Spectrum Coax # 4586 Cleveland, OH.pdf",Time Warner Cable Business Cable Order,Order,20-Jul-20,7/20/2020,Telarus,Provider,DCI FOR SSH CLEVELAND - FAIRHILL,Customer,1 Year,12,,, $119.99 ,,['Business Cable'],[],[],"['11900 FAIRHILL RD CLEVELAND, OH 44120-1062']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595263727_ Select Medical Spectrum Coax # 20593 Blue Ash, OH .pdf",T4WO-533 Time Warner Cable Business Cable Order Created for DCi fro NovaCare Rehab OCB 20643,Order,"Monday, October 31, 2016",10/31/2016,Telarus,Provider,DCI FRO NOVACARE REHAB OCB 20643,Customer,(Term: 2 Years),24,,, $119.99 ,,['Time Warner Cable Business Cable'],[],[],"['757 E 200TH ST UNIT 757 EUCLID, OH 44119-2504']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595266683_ Select Medical Spectrum Coax #21084 Akron, OH.pdf",T4WO-541 Time Warner Cable Business Cable Order Created for DCi for NovaCare Akron OCB 21084,Order,20-Jul-20,7/20/2020,Time Warner Cable,Provider,DCi for NovaCare Akron OCB 21084,Customer,3 Years,36,,, $249.97 ,,['Business Cable'],[],[],"['1653 MERRIMAN RD AKRON, OH 44313-5210']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595267121_ Select Medical Spectrum Coax # 41312 Gorham, ME.pdf",Spectrum - (Time Warner Cable) Business Cable Order,Order,20-Jul-20,7/20/2020,Telarus,Provider,DCI FOR SACO BAY GORHAM,Customer,0 Years,0,,, $89.98 ,,['Business Cable'],[],[],"['81 MAIN ST GORHAM, ΜΕ 04038-1303']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595267462_ Select Medical Spectrum Coax # 20818 Cincinnati, OH.pdf",T4WO-557 Time Warner Cable Business Cable Order,Order,20-Jul-20,7/20/2020,Time Warner Cable,Provider,DCi for NovaCare Colerain OCB 20818,Customer,2 Years,24,,, $189.99 ,,['Business Cable'],[],[],"['9596 COLERAIN AVE CINCINNATI, ОН 45251']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595267292_ Select Medical Spectrum Coax # 20593 Blue Ash, OH.pdf",T4WO-553 Time Warner Cable Business Cable Order,Order,20-Jul-20,7/20/2020,Time Warner Cable,Provider,DCi for Select Medical Physical Therapy,Customer,2 Years,24,,, $249.99 ,,['Business Cable'],[],[],"['4260 GLENDALE MILFORD RD STE L03 BLUE ASH, ОН 45242-3759']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595268937_ Select Medical Spectrum Coax # 50695 Beavercreek, OH.pdf",T4WO-558 Time Warner Cable Business Cable Order Created for DCi for Physio Therapy Beavercreek OCB 50695,Order,20-Jul-20,7/20/2020,Time Warner Cable,Provider,DCi for Physio Therapy,Customer,2 Years,24,,, $119.99 ,,['Business Cable'],[],[],"['2655 COMMONS BLVD STE 120 BEAVERCREEK, OH 45431-3811']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595269126_ Select Medical Spectrum Coax # 26810 Corydon, IN.pdf",Time Warner Cable Business Cable Order Created for DCi for KORT Corydon OCB 04037,Order,"Tuesday, September 1, 2015",9/1/2015,Time Warner Cable,Provider,KORT Corydon OCB 04037,Customer,2 Years,24,,, $189.99 ,,['Business Cable'],[],[],"['2363 HIGHWAY 135 NW STE 117 CORYDON, IN 47112-2068']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595269518_ Select Medical Spectrum Coax # 40797 Sturgis, MI.pdf",T4WO-595 Spectrum Business Business Cable Order,Order,20-Jul-20,7/20/2020,Telarus,Provider,NovaCare Rehab Sturgis,Customer,0 Years,0,,, $109.98 ,,['Spectrum Business Business Cable'],[],[],"['228 W CHICAGO RD STURGIS, MI 49091-2444']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595269229_ Select Medical Spectrum Coax # 26811 Georgetown, IN.pdf",Time Warner Cable Business Cable Order Created for DCi for KORT OCB 04039,Order,"Thursday, May 12, 2016",5/12/2016,Time Warner Cable,Provider,KORT OCB 04039,Customer,2 Years,24,,, $249.99 ,,['Business Cable'],[],[],"['1050 COPPERFIELD DR GEORGETOWN, IN 47122-9075']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595269734_ Select Medical Spectrum Coax # 26934 Birmingham, AL.pdf",T4WO-448 Spectrum Business Business Cable Order,Order,"Thursday, October 13, 2016",10/13/2016,Telarus,Provider,DCI FOR SELECT ADMIN/ SPENT OCB 06000,Customer,0 Years,0,,, $109.98 ,,['Spectrum Business Business Cable'],[],[],"['500 RIVERHILLS BUSINESS PARK STE 500 BIRMINGHAM, AL 35242-5039']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595347829_ Select Medical Spectrum Coax #50623 Allendale, MI.pdf",Spectrum Business Business Cable Order Created for DCI FOR PHYSIO THERAPY Puyallup OCB 50853,Order,24-Feb-17,2/24/2017,Telarus,Provider,DCI FOR PHYSIO THERAPY Puyallup,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['11301 COMMERCE DR STE B ALLENDALE, MI 49401-8200']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595348026_ Select Medical Spectrum Coax # 50530 Kenosha, WI.pdf",T4WO-613 Time Warner Cable Business Cable Order,Order,"Thursday, January 5, 2017",1/5/2017,Telarus,Provider,DCI FOR PHYSIO THERAPY KENOSHA,Customer,0 Years,0,,, $129.98 ,,['Business Cable'],[],[],"['7201 GREEN BAY RD KENOSHA, WI 53142-3532']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595348693_ Select Medical Spectrum Coax # 05778 Swansea, IL.pdf",Spectrum Business Internet T1 Order,Order,"Tuesday, July 21, 2020",7/21/2020,Spectrum Business,Provider,DCi for SSM Physical Therapy OCB 05778,Customer,0 Years,0,,, $109.98 ,,['Spectrum Business Internet T1'],[],[],"['2649 N ILLINOIS ST, SWANSEA, IL 62226']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595348231_ Select Medical Spectrum Coax # 26953 Sartell, MN.pdf",T4WO-636 Spectrum Business Cable Order,Order,"Thursday, August 25, 2016",8/25/2016,Telarus,Provider,DCi for NovaCare Rehab Sartell,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['2251 CONNECTICUT AVE S STE 3600 SARTELL, MN 56377-2556']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595352528_ Select Medical Spectrum Coax # 05853 Chesterfield, MO.pdf",Spectrum Business Business Cable Order Created for DCi for SSM Chesterfield MO 05853,Order,"Wednesday, September 20, 2017",9/20/2017,Telarus,Provider,DCI FOR SSM CHESTERFIELD MO 05853,Customer,0 Years,0,,, $69.98 ,,['Business Cable'],[],[],"['17300 NORTH OUTER 40 RD CHESTERFIELD, MO 63005-1375']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595353089_ Select Medical Spectrum Coax # 05790 Chesterfield, MO.pdf",Spectrum Business Business Cable Order,Order,21-Jul-20,7/21/2020,Telarus,Provider,DCI FOR SSM CHESTERFIELD MO 05790,Customer,0 Years,0,,, $74.98 ,,['Business Cable'],[],[],"['1585 WOODLAKE DR STE 202 CHESTERFIELD, MO 63017-5740']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595353257_ Select Medical Spectrum Coax # 05793 Eureka, MO.pdf",Spectrum Business Business Cable Order,Order,9-Sep-16,9/9/2016,Telarus,Provider,DCI FOR SSM REHABILITATION EUREKA,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['322 N CENTRAL AVE\nEUREKA, MO 63025-1826']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595352824_ Select Medical Spectrum Coax # 05855 Ellisville, MO.pdf",T4WO-664 Spectrum Business Business Cable Order,Order,"Wednesday, September 20, 2017",9/20/2017,Spectrum Business,Provider,DCI FOR SSM ELLISVILLE MO 05855,Customer,0 Years,0,,, $69.98 ,,['Business Cable'],[],[],"['355 OZARK TRAIL DR ELLISVILLE, MO 63011-2164']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595353416_ Select Medical Spectrum Coax # 05795 Florissant, MO.pdf",Spectrum Business Business Cable Order,Order,"Wednesday, May 15, 2019",5/15/2019,Telarus,Provider,DCI FOR DAY INST FLORISSANT MO 05795,Customer,0 Years,0,,, $84.98 ,,['Business Cable'],[],[],"['3501 DUNN RD STE 108 FLORISSANT, ΜΟ 63033-6762']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595353620_ Select Medical Spectrum Coax # 05758 Bridgeton, MO .pdf",Spectrum Business Business Cable Order,Order,21-Jul-20,7/21/2020,Telarus,Provider,DCI FOR SSM PHYSICAL THERAPY OCB 05758,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['3446 MCKELVEY RD BRIDGETOΝ, ΜΟ 63044-2525']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595428285_ Select Medical Spectrum Coax # 05856 Valley Park, MO.pdf",T4WO-672 Spectrum Business Business Cable Order,Order,"Wednesday, September 20, 2017",9/20/2017,Telarus Order Desk,Provider,DCI FOR SSM VALLEY PARK MO 05856,Customer,0 Years,0,,, $69.98 ,,['Business Cable'],[],[],"['912 MERAMEC STATION RD VALLEY PARK, MO 63088-2045']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595428962_ Select Medical Spectrum Coax # 05765 Kirkwood, MO.pdf",T4WO-678 Spectrum Business Business Cable Order,Order,"Wednesday, July 27, 2016",7/27/2016,Telarus,Provider,DCI FOR SSM REHABILITATION,Customer,0 Years,0,,, $109.98 ,,['Spectrum Business Business Cable'],[],[],"['1001 S KIRKWOOD RD STE 140 KIRKWOOD, MO 63122-7250']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595428471_ Select Medical Spectrum Coax # 05792 Shrewsbury, MO.pdf",Spectrum Business Business Cable Order for DCI for SSM Physical Therapy Shrewsbury OCB 05792,Order,22-Jul-20,7/22/2020,Telarus,Provider,DCI for SSM Physical Therapy Shrewsbury OCB 05792,Customer,0 Years,0,,, $169.98 ,,['Business Cable'],[],[],"['7391 WATSON RD SAINT LOUIS, MO 63119-4405']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10541595427790_1475027-TWC_Agmt_-_KORT_PT_OCB_04050_Georgetown_KY.pdf,Service Agreement and Service Order,Service Agreement,12/6/2016,12/6/2016,Time Warner Cable,Provider,DCi for KORT Physical Therapy OCB 04050,Customer,12,12,,, $119.99 , $-   ,"['50x5 Mbps PROMO', '1 Static IP']",[],[],"['13820 Sunrise Valley Herndon, VA 20171', '101 Eastside Dr Suite D Georgetown, KY 40324', '1700 Union Av Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10541595428127_1448486-TWC_Agmt-_KORT_Lexington_KY_OCB_04085.pdf,Service Agreement and Service Order,Service Order,5/20/2016,5/20/2016,Time Warner Cable,Provider,DCI For KORT OCB 04085,Customer,24,24,,, $249.99 , $-   ,"['50x5 Mbps PROMO', '1 Static IP']",[],[],"['13820 Sunrise Valley Drive, Herndon, VA 20171', '1060 Chinoe Rd, 116, Lexington, KY 40502', '1700 Union Av, B, Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595436910_ Select Medical Spectrum Coax # 05730 Kirkwood, MO.pdf",Spectrum Business Business Cable Order for DCi for SSM Rehabilitation,Order,27-Jul-16,7/27/2016,Telarus,Provider,DCI FOR SSM REHABILITATION,Customer,0 Years,0,,, $109.98 ,,['Spectrum Business Business Cable'],[],[],"['201 S KIRKWOOD RD\nKIRKWOOD, MO 63122-4305']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595437186_ Select Medical Spectrum Coax # 05764 St Louis, MO.pdf",Spectrum Business Business Cable Order,Order,27-Jul-16,7/27/2016,Telarus,Provider,DCI FOR SSM REHABILITATION,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['2532 LEMAY FERRY RD\nSAINT LOUIS, MO 63125-3131']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595436767_ Select Medical Spectrum Coax # 05784 Kirkwood, MO.pdf",T4WO-679 Spectrum Business Business Cable Order,Order,"Wednesday, July 22, 2020",7/22/2020,Telarus,Provider,DCI FOR SSM REHABILITATION KIRKWOOD OCB 05784,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['11135 ΜΑNCHESTER RD SAINT LOUIS, MO 63122-1253']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595440813_ Select Medical Spectrum Coax # 20584 Crestview Hills, KY.pdf",Order Posted to Telarus Scoreboard - DCi for NovaCare Rehabilitation Crestview Hills KY 20584,Order,31-Aug-18,8/31/2018,Spectrum Business,Provider,DCI FOR NOVACARE REHABILITATION CRESTVIEW HILLS KY 20584,Customer,Month to Month,,,, $84.98 ,,['Business Cable'],[],[],"['559 CENTRE VIEW BLVD CRESTVIEW HLS, KY 41017-3444']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595437453_ Select Medical Spectrum Coax # 05770 St Louis, MO.pdf",Spectrum Business Business Cable Order Created for DCi for SSM Rehabilitation,Order,27-Jul-16,7/27/2016,Telarus,Provider,DCI FOR SSM REHABILITATION,Customer,0 Years,0,,, $109.98 ,,['Spectrum Business Business Cable'],[],[],"['29 RONNIES PLZ SAINT LOUIS, MO 63126-3552']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595441938_ Select Medical Spectrum Coax # 05854 Des Peres, MO.pdf",Spectrum Business Business Cable Order Created for DCi for SSM Des Peres 05854,Order,"Wednesday, September 20, 2017",9/20/2017,Telarus,Provider,DCI FOR SSM DES PERES 05854,Customer,0 Years,0,,, $69.98 ,,['Business Cable'],[],[],"['12360 ΜΑNCHESTER RD SAINT LOUIS, MO 63131-4312']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595442053_ Select Medical Spectrum Coax # 05767 St. Louis, MO.pdf",T4WO-684 Spectrum Business Business Cable Order,Order,24-Nov-15,11/24/2015,Telarus,Provider,DCI FOR SSM PHYSICAL THERAPY DES PERES OCB 05767,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['1050 OLD DES PERES RD STE 40 SAINT LOUIS, MO 63131-1873']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595442195_ Select Medical Spectrum Coax # 05857 Olivette, MO.pdf",Spectrum Business Business Cable Order,Order,"Wednesday, September 20, 2017",9/20/2017,Telarus,Provider,DCI FOR SSM OLIVETTE MO 05857,Customer,0 Years,0,,, $69.98 ,,['Business Cable'],[],[],"['9437 OLIVE BLVD SAINT LOUIS, MO 63132-3130']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595515765_ Select Medical Spectrum Coax # 05785 St Charles, MO.pdf",T4WO-695 Spectrum Business Business Cable Order Created for DCi for SSM Rehabilitation St Charles OCB 05785,Order,"Friday, September 9, 2016",9/9/2016,Telarus,Provider,DCI FOR SSM REHABILITATION ST CHARLES OCB 05785,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['1840 ZUMBEHL RD SAINT CHARLES, MO 63303-2761']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595515994_ Select Medical Spectrum Coax # 05858 St. Peters, MO.pdf",Spectrum Business Business Cable Order,Order,"Thursday, September 21, 2017",9/21/2017,Telarus,Provider,DCI FOR SSM ST PETERS MO 05858,Customer,0 Years,0,,, $69.98 ,,['Business Cable'],[],[],"['4075 N SAINT PETERS PKWY STE B SAINT PETERS, MO 63304-7396']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595517876_ Select Medical Spectrum Coax # 05786 St. Peters, MO.pdf",T4WO-705 Spectrum Business Business Cable Order,Order,"Friday, September 9, 2016",9/9/2016,Telarus,Provider,DCI FOR SSM REHABILITATION ST PETERS OCB 05786,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['3639 N SAINT PETERS PKWY SAINT PETERS, MO 63376-7303']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595516950_ Select Medical Spectrum Coax # 05787 O'Fallon, Mo.pdf",T4WO-701 Spectrum Business Business Cable Order,Order,23-Jul-20,7/23/2020,Telarus,Provider,DCI FOR SSM REHABILITATION O'FALLON OCB 05787,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['939 HIGHWAY K O FALLON, ΜΟ 63366-2910']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595517360_ Select Medical Spectrum Coax # 05779 O'Fallon, MO.pdf",Spectrum Business Cable Order Created for DCi for SSM South O'Fallon OCB 05779,Order,"Friday, March 11, 2016",3/11/2016,Telarus,Provider,DCI FOR SSM SOUTH O'FALLON OCB 05779,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['4615 HIGHWAY K PHYSICAL THERAPY DEPT O FALLON, ΜΟ 63368-8690']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595519086_ Select Medical Spectrum Coax # 05794 Warrenton, MO.pdf",T4WO-706 Spectrum Business Business Cable Order Created for DCI for SSM Day Institute - Warrenton OCB 05794,Order,"Tuesday, October 18, 2016",10/18/2016,Telarus,Provider,DCI for SSM Day Institute,Customer,0 Years,0,,, $109.98 ,,['Business Cable'],[],[],"['1 TOWN AND COUNTRY MARKET PL WARRENTOΝ, ΜΟ 63383-1372']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595518690_ Select Medical Spectrum Coax # 05783 St Louis, MO.pdf",T4WO-692 Spectrum Business Business Cable Order,Order,23-Jul-20,7/23/2020,Telarus,Provider,DCI FOR SSM REHABILITATION WEST COUNTY OCB 05783,Customer,0 Years,0,,, $109.98 ,,['Spectrum Business Business Cable'],[],[],"['555 N NEW BALLAS RD STE 225 SAINT LOUIS, MO 63141-6886']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10541595525484_ Select Medical Spectrum Coax # 05788.pdf,T4WO-707 Spectrum Business Business Cable Order,Order,"Friday, September 9, 2016",9/9/2016,Telarus,Provider,DCI FOR SSM REHABILITATION,Customer,0 Years,0,,, $109.98 ,,['Spectrum Business Business Cable'],[],[],"['1155 WENTZVILLE PKWY STE 123 WENTZVILLE, MO 63385-3476']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595525665_ Select Medical Spectrum Coax # 50505 Farmington, MO.pdf",T4WO-709 Spectrum Business Business Cable Order Created for DCI FORE PHYSIO FARMINGTON,Order,1-Dec-17,12/1/2017,Telarus,Provider,DCI FORE PHYSIO FARMINGTON,Customer,0 Years,0,,, $69.98 ,,['Business Cable'],[],[],"['728 SUNSET DR FARMINGTON, MO 63640-1988']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595525822_ Select Medical Spectrum Coax # 40820 Jackson, MO.pdf",T4WO-710 Spectrum Business Business Cable Order,Order,"Thursday, January 18, 2018",1/18/2018,Telarus,Provider,DCi for Select Physical Therapy,Customer,0 Years,0,,, $74.97 ,,['Business Cable'],[],[],"['2062 WALTON DR JACKSON, ΜΟ 63755-3701', 'Jackson MO 40820']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595526355_ Select Medical Spectrum Coax # 40749 Kansas City, KS.pdf",Time Warner Cable Business Cable Order,Order,"Thursday, June 11, 2015",6/11/2015,Telarus,Provider,DCI FOR SELECT PHYSICAL THERAPY,Customer,3 Years,36,,, $186.99 ,,['Business Cable'],[],[],"['1333 MEADOWLARK LN STE 104 KANSAS CITY, KS 66102-1200']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595526495_ Select Medical Spectrum Coax # 41138 Overland Park, KS.pdf",T4WO-719 Time Warner Cable Business Cable Order,Order,"Thursday, July 23, 2020",7/23/2020,Telarus,Provider,DCI FOR SELECT PHYSICAL THERAPY OCB,Customer,(Term: 2 Years),24,,, $249.99 ,,['Time Warner Cable Business Cable'],[],[],"['10730 NALL AVE STE 204 OVERLAND PARK, KS 66211-1202']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595607159_ Select Medical Spectrum Coax # 19246 Flower Mound ,TX.pdf",T4WO-745 Time Warner Cable Business Cable Order,Order,"Thursday, July 23, 2020",7/23/2020,Time Warner Cable,Provider,DCi for Select Medical Physical Therapy,Customer,2 Years,24,,, $249.99 ,,['Business Cable'],[],[],"['1901 LONG PRAIRIE RD STE 128 FLOWER MOUND, TX 75022-4228']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595616445_ Select Medical Spectrum Coax # 19268 Richardson, TX.pdf",T4WO-756 Time Warner Cable Business Cable Order,Order,"Friday, July 24, 2020",7/24/2020,Time Warner Cable,Provider,DCI,Customer,2 Years,24,,, $249.99 ,,['Business Cable'],[],[],"['510 N COIT RD STE 2035 RICHARDSON, TX 75080-5437']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10541595526631_ Select Medical Spectrum Coax # 40750.pdf,T4WO-721 Time Warner Cable Business Cable Order,Order,"Thursday, July 23, 2020",7/23/2020,Time Warner Cable,Provider,DCI FOR SELECT MEDICAL PHYSICAL THERAPY,Customer,2 Years,24,,, $249.99 ,,['Business Cable'],[],[],"['15609 W 87TH ST\nLENEXA, KS 66219-1435']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595616322_ Select Medical Spectrum Coax # 19225 St Plano, TX.pdf",Time Warner Cable Business Cable Order,Order,"Thursday, June 11, 2015",6/11/2015,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,3 Years,36,,, $186.99 ,,['Business Cable'],[],[],"['3700 W 15TH ST STE 200 BLDG B PLANO, TX 75075-4736']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595607773_ Select Medical Spectrum Coax # 19235 Irving, TX.pdf",T4WO-751 Spectrum Business Business Cable Order,Order,"Thursday, December 21, 2017",12/21/2017,Telarus,Provider,DCI FOR BAYLOR INSTITUTE REHAB,Customer,0 Years,0,,, $69.98 ,,['Business Cable'],[],[],"['2001 N MACARTHUR BLVD STE 550 IRVING, TX 75061-2255']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595526750_ Select Medical Spectrum Coax # 19261 The Colony, TX.pdf",Time Warner Cable Business Cable Order for BIR - The Colony,Order,21-Jan-15,1/21/2015,Time Warner Cable,Provider,BIR - The Colony,Customer,3 Years,36,,, $139.95 ,,['Business Cable'],[],[],"['4897 HIGHWAY 121 STE 140 THE COLONY, TX 75056-2916']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595606922_ Select Medical Spectrum Coax # 19250 Coppell, TX .pdf",T4WO-744 Spectrum - (Time Warner Cable) Business Cable Order Created for DCi for Baylor Rehabilitation Coppell OCB 19250,Order,24-Jul-20,7/24/2020,Time Warner Cable,Provider,DCi for Baylor Rehabilitation,Customer,0 Years,0,,, $129.98 ,,['Business Cable'],[],[],"['651 N DENTON TAP RD STE 120 COPPELL, TX 75019-2010']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595607986_ Select Medical Spectrum Coax # 19263 McKinney, TX.pdf",T4WO-754 Time Warner Cable Business Cable Order,Order,"Friday, July 24, 2020",7/24/2020,Telarus,Provider,Matrix Rehabilitation,Customer,2 Years,24,,, $249.99 ,,['Time Warner Cable Business Cable'],[],[],"['2960 ELDORADO PKWY STE 75 MCKINNEY, TX 75070-7500']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10541595607677_ Select Medical Spectrum Coax # 19245 Grande Prairie,TX.pdf",T4WO-750 Time Warner Cable Business Cable Order,Order,"Friday, July 24, 2020",7/24/2020,Time Warner Cable,Provider,DCi for Select Medical Physical Therapy,Customer,2 Years,24,,, $249.99 ,,['Business Cable'],[],[],"['2950 W CAMP WISDOM RD GRAND PRAIRIE, TX 75052-4459']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
